Country,Year,Agriculture,Energy,Industry,Residential,Transport,Waste,Other,total
Greece,1997,-691,51708.1414,7661.1859,10316.0448,18084.6736,0.3908,0,87079.4365
Greenland,1997,0,0,1.345,0,,0.7267,0,2.0717
Grenada,1997,0,57.5129,1.0913,55.5444,50.3737,0,0,164.5223
Guadeloupe,1997,180,578.7881,101.4173,293.3695,281.6982,0,0,1435.2731
Guam,1997,0,0,9.3797,0,,0,0,9.3797
Guatemala,1997,15253,2308.8897,637.3204,827.9854,3055.3146,0,0,22082.5101
Guinea,1997,13536,295.5216,136.1398,311.2562,360.3964,0,0,14639.314
Guinea-Bissau,1997,1467,58.5621,3.2508,89.8762,93.2288,0,0,1711.9179
Guyana,1997,9118,563.5441,1.1137,160.0546,155.5166,0.0984,0,9998.3274
Haiti,1997,143,594.7268,216.8554,102.7526,577.4777,0,0,1634.8125
Honduras,1997,40333,1615.9556,432.3346,387.5903,1634.0011,0,0,44402.8816
Hungary,1997,3584,34860.4928,3339.2258,15445.8682,7662.6584,76.4819,0,64968.7271
Iceland,1997,-20,647.2992,509.1357,882.3664,596.9698,1.3972,0,2617.1683
Indonesia,1997,1483608,148545.0042,17710.8034,31673.2367,60663.3191,58.3553,0,1742258.719
Iran,1997,-172,135676.337,14458.1288,90114.479,61167.9057,0,0,301244.8505
Iraq,1997,-988,50110.3901,1294.0064,6432.9207,20501.2726,0,0,77350.5898
Ireland,1997,-2319,18963.5803,1898.8298,9145.0552,7419.8836,0,0,35108.3489
Israel,1997,110,33468.3675,3175.5453,6893.1631,9320.5308,0,0,52967.6067
Italy,1997,-34284,209609.0512,27591.7643,74122.0306,110191.9127,707.8684,0,387938.6272
Jamaica,1997,771,5748.5832,421.2366,1517.8609,1705.1219,0,0,10163.8026
Japan,1997,-74333,717842.2237,87754.7127,170905.9326,259869.1416,18383.241,0,1180422.252
Jordan,1997,0,7567.5231,1462.3573,2469.9878,3186.7844,0,0,14686.6526
Kazakhstan,1997,337,105318.5037,9974.0089,15488.9641,7162,0,0,138280.4767
Kenya,1997,58749,2360.9649,892.4921,1158.0191,4038.4417,0,0,67198.9178
Kiribati,1997,-8,1.7366,0.2828,8.4312,14.3394,0,0,16.79
Kuwait,1997,-31,36445.5761,2460.5198,2952.6755,5659.4912,0,0,47487.2626
Kyrgyzstan,1997,-2410,3466.5289,360.1838,1084.5944,1014.2229,0,0,3515.53
Laos,1997,8444,150.3606,10.2101,146.7144,200.0615,0,0,8951.3466
Latvia,1997,-9740,5236.0032,284.4757,1090.6918,2219.4172,0.1361,0,-909.276
Lebanon,1997,0,9146.9112,1218.806,2199.9113,4140.041,0,0,16705.6695
Lesotho,1997,-40,25.5038,5.9511,21.8982,89.8514,0,0,103.2045
Liberia,1997,14995,84.3296,10.9194,95.9334,133.4732,0,0,15319.6556
Libya,1997,0,32488.2843,2997.8672,2173.3238,9407.4347,0,0,47066.91
Lithuania,1997,2163,8271.7617,1173.1985,1745.6391,3692.7307,1.4271,0,17047.7571
Macedonia,1997,-733,7177.1404,366.843,364.7416,1500.5171,1.7015,0,8677.9436
Madagascar,1997,37909,215.4715,81.5167,251.4196,542.7213,0,0,39000.1291
Malawi,1997,6408,89.4858,94.904,139.8633,324.5277,0,0,7056.7808
Malaysia,1997,124529,64106.8984,7587.3844,4508.3981,26063.4238,26.1216,0,226821.2263
Maldives,1997,0,52.2464,0.7653,144.7253,93.3752,0,0,291.1122
Mali,1997,6538,66.3645,31.7541,64.9368,256.9085,0,0,6957.9639
Malta,1997,0,1603.0203,10.6533,132.3728,761.1403,0,0,2507.1867
Marshall Islands,1997,0,0,0,0,,0,0,0
Martinique,1997,0,881.9572,97.0704,360.2585,278.1091,0,0,1617.3952
Mauritania,1997,1100,699.0164,39.5545,880.6406,1163.1203,0,0,3882.3318
Mauritius,1997,-26,516.3754,32.2619,521.2818,456.1083,0,0,1500.0274
Mayotte,1997,49,0,0,0,,0,0,49
Melanesia,1997,125680,2156.6709,180.0202,1719.577,1164.0775,0.6511,0,130900.9967
Mexico,1997,17233,196077.639,22201.5809,33492.0025,95898.3929,0,0,364902.6153
Micronesia (country),1997,-29,0,0,0,,0,0,-29
Micronesia (region),1997,-119,1.7366,10.4413,8.4312,14.3394,0,0,-84.0515
Middle Africa,1997,376918,25425.4649,1858.2483,2743.7371,4260.0843,0,0,411205.5346
Moldova,1997,-1235,7431.1433,199.6493,2481.2877,980.0559,1.7273,0,9858.8635
Mongolia,1997,29959,8876.5665,93.8272,960.2962,969.1141,0.5843,0,40859.3883
Montserrat,1997,27,13.2702,0,9.191,13.849,0,0,63.3102
Morocco,1997,-8800,14015.3646,3372.4791,10383.7705,1663.0411,0,0,20634.6553
Mozambique,1997,35200,78.925,145.0719,132.5058,827.8802,0,0,36384.3829
Myanmar,1997,102139,4072.6611,450.6594,575.3741,2282.3765,0,0,109520.0711
Namibia,1997,8453,240.171,279.1146,41.5269,1098.7681,0,0,10112.5806
Nauru,1997,0,0,0.7788,0,,0,0,0.7788
Nepal,1997,35701,378.0263,149.5681,983.0098,736.5042,0,0,37948.1084
Netherlands,1997,2370,92733.9625,12748.5703,39081.118,30627.49,0,0,177561.1408
Netherlands Antilles (former),1997,-3,1231.2192,83.2304,287.4238,1384.3286,0,0,2983.202
New Caledonia,1997,0,954.988,52.6224,287.2308,226.728,0,0,1521.5692
New Zealand,1997,-21635,12869.3775,2629.854,2518.4734,11357.9991,0,0,7740.704
Nicaragua,1997,28847,1441.014,188.2321,184.3065,1234.8165,0,0,31895.3691
Niger,1997,6967,164.8976,25.9977,203.5484,263.0233,0,0,7624.467
Nigeria,1997,183700,66653.4174,1774.6455,4042.6173,13037.073,0,0,269207.7532
Niue,1997,22,0,0,0,,0,0,22
Norfolk Island,1997,0,0,0,0,,0,0,0
North Korea,1997,12305,51064.4307,9980.1084,12449.6584,1130.9516,5.5297,0,86935.6788
Northern Mariana Islands,1997,60,0,0,0,,0,0,60
Norway,1997,-14246,20043.0674,7683.8018,3974.977,12474.569,737.6787,0,30668.0939
Oman,1997,-2,15077.5232,623.932,1643.843,2415.9158,0,0,19759.214
Pakistan,1997,21633,51927.2139,5469.3886,11468.0456,22906.4385,0,0,113404.0866
Palau,1997,-143,0,0,0,,0,0,-143
Panama,1997,8913,2065.2086,306.1541,312.8193,1958.6711,0,0,13555.8531
Papua New Guinea,1997,125697,1043.1935,68.7252,796.3823,541.8668,0.6511,0,128147.8189
Paraguay,1997,70659,303.8448,445.862,205.723,3321.4613,0,0,74935.8911
Peru,1997,45222,11684.8175,2308.4321,5484.0112,8645.8542,0,0,73345.115
Philippines,1997,-2640,37432.2929,7268.3167,7602.0606,22871.9542,0,0,72534.6244
Pitcairn Islands,1997,-4,0,0,0,,0,0,-4
Poland,1997,-13710,195568.2666,15644.8946,59175.2008,27221.6472,132.9836,0,284032.9928
Polynesia,1997,-4504,260.8333,22.478,281.3552,380.9315,0,0,-3558.402
Portugal,1997,1541,28958.2617,5138.4321,4995.907,14640.727,83.7826,0,55358.1104
Puerto Rico,1997,-749,0,630.9364,0,0,0,0,-118.0636
Qatar,1997,0,21781.4703,2379.5959,153.513,2979.0048,0,0,27293.584
Romania,1997,1467,90842.5895,9355.1323,10148.4076,11883.2263,57.2682,0,123753.6239
Russia,1997,182406,1138644.483,67860.4621,212136.1416,168164.6104,0,0,1769211.697
Rwanda,1997,9577,116.8961,15.5963,238.5859,239.1168,0,0,10187.1951
"Saint Helena, Ascension and Tristan da Cunha",1997,0,0.0011,0,0,2.3624,0,0,2.3635
Saint Kitts and Nevis,1997,-31,33.8302,0.1629,16.1578,23.3202,0,0,42.4711
Saint Lucia,1997,-40,72.1047,26.1321,47.6893,53.2475,0,0,159.1736
Saint Pierre and Miquelon,1997,1,0,0,0,0,0.029,0,1.029
Saint Vincent and the Grenadines,1997,-107,51.6148,0.4339,37.2251,29.7014,0,0,11.9752
Samoa,1997,-2059,12.3329,0.6419,34.3975,106.7591,0,0,-1904.8686
Sao Tome and Principe,1997,0,13.4857,2.7993,15.3371,34.0171,0,0,65.6392
Saudi Arabia,1997,0,153822.9105,15704.0092,3067.18,57667.449,0,0,230261.5487
Senegal,1997,6967,1548.1195,421.9957,396.3099,923.6004,0,0,10257.0255
Serbia and Montenegro,1997,-5871,43562.0687,2188.5303,3888.8423,6428.7057,5.3257,0,50202.4727
Seychelles,1997,0,137.6471,22.4012,126.0431,129.1025,0,0,415.1939
Sierra Leone,1997,5694,192.0518,33.233,278.5458,233.8305,0,0,6431.6611
Singapore,1997,-18,31630.5632,3548.6771,81.8655,5804.3,116.7113,0,41164.1171
Slovakia,1997,-9894,28588.3048,3752.2142,8907.8034,4183.8726,0,0,35538.195
Slovenia,1997,-6831,7908.1509,1370.4501,2869.0893,5381.2834,0,0,10697.9737
Small island developing States,1997,98060,92900.5714,14337.2541,13111.0681,23415.6706,125.2327,0,241949.7969
Solomon Islands,1997,1687,24.3164,4.6078,78.2527,68.0047,0,0,1862.1816
Somalia,1997,15767,69.1443,11.2081,106.1984,200.1309,0,0,16153.6817
South Korea,1997,-34467,237234.36,40198.6388,86608.5886,86867.8316,0,0,416442.419
Southern Africa,1997,63603,248686.8438,14474.7592,17234.301,37420.7266,0,0,381419.6306
Spain,1997,-46718,135721.7617,20646.4482,25887.2706,78172.0379,37.4706,0,213746.989
Sri Lanka,1997,5159,2307.4937,479.7099,974.2816,4667.5123,0,0,13587.9975
Sudan (former),1997,161089,1661.0556,200.0691,283.0082,3135.6353,0,0,166368.7682
Suriname,1997,4339,841.7321,83.9052,213.8962,152.7154,0.1312,0,5631.3801
Swaziland,1997,145,96.9938,3.1114,157.53,269.3501,0,0,671.9853
Sweden,1997,-19909,26939.5192,3511.1133,10048.3766,20698.9387,21.7514,0,41310.6992
Switzerland,1997,-1919,8392.3029,1945.8475,18224.7972,15094.3051,0.0194,0,41738.2721
Syria,1997,-1534,26885.5483,2140.7463,4366.4874,12274.018,0,0,44132.8
Tajikistan,1997,92,701.2076,412.8466,1344.345,3091.8939,0,0,5642.2931
Tanzania,1997,221171,1152.8143,567.5802,645.2443,782.7926,0,0,224319.4314
Thailand,1997,11080,99058.3436,20322.6818,12264.4163,50876.1844,51.8155,0,193653.4416
Timor-Leste,1997,3573,0,0.9995,0,0,0.0811,0,3574.0806
Togo,1997,6655,152.9964,198.7516,74.9261,430.978,0,0,7512.6521
Tokelau,1997,0,0,0,0,,0,0,0
Tonga,1997,0,0,5.7025,0,67.0739,0,0,72.7764
Trinidad and Tobago,1997,290,7714.459,4759.2582,173.0808,1507.7251,0,0,14444.5231
Tunisia,1997,-660,8892.2254,2449.1109,3369.7601,3512.8226,0,0,17563.919
Turkey,1997,-21475,113493.5194,19949.0151,33983.2964,35016.9676,0,0,180967.7985
Turkmenistan,1997,0,12095.4937,396.8082,18293.7587,1371.8527,0,0,32157.9133
Turks and Caicos Islands,1997,-97,0,0,0,0,0,0,-97
Tuvalu,1997,-1,0,0.514,0,,0,0,-0.486
Uganda,1997,19723,146.3295,129.4521,141.4071,451.0782,0,0,20591.2669
Ukraine,1997,-46533,261194.0171,24118.5914,53371.5494,35886.231,0,0,328037.3889
United Arab Emirates,1997,-1192,63472.8136,3320.6757,946.0525,13218.3389,0,0,79765.8807
United Kingdom,1997,-12174,286437.3457,18218.0621,112297.2528,126260.5813,722.4351,0,531761.677
United States Virgin Islands,1997,12,0,1.4452,0,,0,0,13.4452
Uruguay,1997,-25544,1527.7761,356.0997,1174.5584,2520.7047,0,0,-19964.8611
Uzbekistan,1997,-2273,48317.4205,3755.5914,41223.985,9626.7516,0,0,100650.7485
Vanuatu,1997,-25,9.343,1.523,28.9697,28.8298,0,0,43.6655
Venezuela,1997,110761,99817.7568,7844.5125,4945.2698,32499.491,0,0,255868.0301
Vietnam,1997,-45552,22240.1202,4547.3188,6214.3052,8971.2429,0,0,-3579.0129
Wallis and Futuna,1997,0,0,0,0,,0,0,0
Western Africa,1997,286725,73819.96,4628.1802,8507.5963,21868.8796,0,0,395549.6161
Western Sahara,1997,0,56.4921,0.3336,53.7663,58.9217,0,0,169.5137
Yemen,1997,0,4649.7932,693.1827,2797.3792,3756.0461,0,0,11896.4012
Zambia,1997,272302,1158.6811,326.558,241.8391,729.9214,0,0,274758.9996
Zimbabwe,1997,37752,8338.8942,1047.662,2991.589,2142.381,0,0,52272.5262
Colombia,1998,148543,33589.9588,6249.4595,6309.321,21412.8552,0,0,216104.5945
Comoros,1998,55,10.8672,3.9224,17.837,39.1855,0,0,126.8121
Congo,1998,12206,3320.0365,9.0278,44.4134,335.3482,0,0,15914.8259
Cook Islands,1998,-50,0,0,0,0,0,0,-50
Costa Rica,1998,6181,1118.2096,494.131,474.8157,3010.6362,0,0,11278.7925
Cote d'Ivoire,1998,-5876,3149.1601,404.1722,538.5337,1214.7436,0,0,-569.3904
Croatia,1998,-11613,10411.3525,1661.4599,3231.8056,4200.098,0,0,7891.716
Cuba,1998,-34797,21071.0173,1219.1653,2916.796,2100.6622,0,0,-7489.3592
Cyprus,1998,-66,3957.778,553.3194,216.8752,1679.7096,0,0,6341.6822
Czech Republic,1998,-12524,93944.891,5779.917,15189.7474,10871.1079,0,0,113261.6633
Democratic Republic of Congo,1998,146528,703.5609,191.9683,1016.9884,452.1547,0,0,148892.6723
Denmark,1998,606,37917.3368,1816.6109,7785.355,12207.3931,0,0,60332.6958
Djibouti,1998,0,806.6702,0.5177,212.3314,187.3779,0,0,1206.8972
Dominica,1998,-43,18.0278,6.8501,9.2778,43.043,0,0,34.1987
Dominican Republic,1998,-10010,7910.6873,800.5047,2438.5454,5650.412,7.8802,0,6798.0296
Eastern Africa,1998,773907,17432.8388,3854.7535,7507.2952,14139.1907,0,0,816841.0782
Ecuador,1998,42437,9357.4273,1136.5153,2325.5289,8924.9989,0,0,64181.4704
Egypt,1998,-547,63630.8829,12517.7912,11514.6306,26186.804,0,0,113303.1087
El Salvador,1998,871,2476.568,459.5861,462.6126,2291.2164,0,0,6560.9831
Equatorial Guinea,1998,5324,1937.7006,4.3823,16.7027,68.1595,0,0,7350.9451
Eritrea,1998,1219,172.5912,50.4,181.2246,229.3896,0,0,1852.6054
Estonia,1998,-504,12775.4358,762.6608,787.4197,1679.8856,0,0,15501.4019
Ethiopia,1998,32653,778.2597,414.2843,507.7809,1603.8444,0,0,35957.1693
Faeroe Islands,1998,0,0,0,0,,1.5879,0,1.5879
Falkland Islands,1998,13,13.1471,0.2403,2.7685,10.4704,0.002,0,39.6283
Fiji,1998,-1679,117.8374,49.6186,505.2112,290.0835,0,0,-716.2493
Finland,1998,-24561,37746.9091,1923.678,7597.6796,12072.6365,0,0,34779.9032
France,1998,-23835,139889.599,34007.1725,104977.3203,132792.2008,2860.8404,0,390692.133
French Guiana,1998,2784,412.3826,37.0806,154.196,168.8743,0.0606,0,3556.5941
French Polynesia,1998,-2426,255.7441,3.2991,245.6852,207.9425,0,0,-1713.3291
Gabon,1998,405,5652.508,101.8497,200.3309,405.8393,0,0,6765.5279
Gambia,1998,-451,30.267,4.2687,17.9201,132.4555,0,0,-266.0887
Georgia,1998,-4033,2048.4187,370.7099,1347.7809,1260.906,0,0,994.8155
Germany,1998,-50560,487930.7062,38153.2323,195945.4015,177122.8111,0,0,848592.1511
Ghana,1998,20466,1819.4028,867.3847,860.0828,2781.6355,0,0,26794.5058
Gibraltar,1998,0,90.7953,0.614,0,228.9024,0.4707,0,320.7824
Greece,1998,-650,53858.1879,7645.6933,10674.5081,19743.8832,0.4313,0,91272.7038
Greenland,1998,0,0,1.3473,0,,0.7464,0,2.0937
Grenada,1998,0,49.6286,1.0963,30.4333,77.9338,0,0,159.092
Guadeloupe,1998,180,521.8623,100.5118,201.7787,419.5716,0,0,1423.7244
Guam,1998,0,0,9.4941,0,,0,0,9.4941
Guatemala,1998,15253,3349.96,737.3944,883.033,3628.1445,0,0,23851.5319
Guinea,1998,13590,424.2703,143.0202,164.1114,375.6414,0,0,14697.0433
Guinea-Bissau,1998,1467,76.0925,3.3392,62.1393,96.6174,0,0,1705.1884
Guyana,1998,11710,659.2508,1.1173,134.7863,413.9813,0.099,0,12919.2347
Haiti,1998,143,557.5626,216.1029,102.3857,640.8319,0,0,1659.8831
Honduras,1998,40333,2121.789,394.138,389.1866,1809.4618,0,0,45047.5754
Hungary,1998,3589,34696.7507,3370.9707,14468.6314,8546.1517,87.4078,0,64758.9123
Iceland,1998,-20,656.2593,587.2542,846.8674,622.9711,1.223,0,2694.575
Indonesia,1998,901310,145245.904,14754.1224,32641.5733,59211.4753,57.823,0,1153220.898
Iran,1998,-172,136514.122,15201.9319,92468.0736,63614.482,0,0,307626.6095
Iraq,1998,-988,51964.7695,1428.625,6601.0277,21045.955,0,0,80052.3772
Ireland,1998,-2320,19944.679,1814.5243,9606.7937,8803.7888,0,0,37849.7858
Israel,1998,110,34391.0335,3661.8825,6463.2237,8895.9372,0,0,53522.0769
Italy,1998,-34284,211487.8026,28109.9589,77761.6361,113322.9623,721.382,0,397119.7419
Jamaica,1998,771,5999.9006,419.2832,1621.3546,1850.9273,0,0,10662.4657
Japan,1998,-74333,690710.3816,79971.2688,174725.2327,258872.3476,18886.4366,0,1148832.667
Jordan,1998,0,8168.8431,1185.6731,2325.8463,3227.7188,0,0,14908.0813
Kazakhstan,1998,298,108501.1934,8532.1824,16095.1119,8072.1543,0,0,141498.642
Kenya,1998,58709,3092.8711,866.9447,1247.7173,3596.1047,0,0,67512.6378
Kiribati,1998,-8,1.7197,0.2891,8.1839,13.6196,0,0,15.8123
Kuwait,1998,-31,41209.6876,2236.577,2942.104,5797.0087,0,0,52154.3773
Kyrgyzstan,1998,-2407,2979.8607,371.0568,1892.9876,1038.1732,0,0,3875.0783
Laos,1998,8444,156.6092,43.0531,154.8916,202.1537,0,0,9000.7076
Latvia,1998,-9741,4986.3074,283.9771,973.9746,2118.4024,0.1555,0,-1378.183
Lebanon,1998,0,8979.3193,1480.5705,1811.6717,4443.9427,0,0,16715.5042
Lesotho,1998,-40,33.0344,6.0228,10.1961,95.1685,0,0,104.4218
Liberia,1998,14995,117.2229,12.9152,58.9496,142.1975,0,0,15326.2852
Libya,1998,0,32292.5803,3204.1417,2202.0457,9758.0895,0,0,47456.8572
Lithuania,1998,2162,9099.9335,1275.3472,1468.0006,3891.7436,1.4621,0,17898.487
Macedonia,1998,-733,8321.5205,414.8317,461.6772,1026.217,1.7469,0,9492.9933
Madagascar,1998,38677,255.4427,48.4436,163.5819,574.0773,0,0,39718.5455
Malawi,1998,6410,92.7527,76.8262,110.9299,337.3567,0,0,7027.8655
Malaysia,1998,143349,68809.6913,6590.1495,4064.3958,24189.5708,26.3669,0,247029.1743
Maldives,1998,0,56.677,0.7874,151.17,98.4569,0,0,307.0913
Mali,1998,6538,74.9138,28.0732,37.2016,267.3426,0,0,6945.5312
Malta,1998,0,1637.6406,13.1734,95.9122,661.6713,0,0,2408.3975
Marshall Islands,1998,0,0,0,0,,0,0,0
Martinique,1998,0,802.0764,96.1971,257.5589,474.9754,0,0,1630.8078
Mauritania,1998,1100,985.2568,48.1447,574.1771,1189.3359,0,0,3896.9145
Mauritius,1998,-26,704.6607,32.5427,336.206,483.1398,0,0,1530.5492
Mayotte,1998,49,0,0,0,,0,0,49
Melanesia,1998,51057,2756.3094,128.713,1671.4623,1122.1965,0.6523,0,56736.3335
Mexico,1998,17233,216257.5441,22342.8098,34580.5601,98920.0486,0,0,389333.9626
Micronesia (country),1998,-29,0,0,0,,0,0,-29
Micronesia (region),1998,-119,1.7197,10.5818,8.1839,13.6196,0,0,-84.895
Middle Africa,1998,381549,27732.9848,2062.4889,2964.0258,4189.3751,0,0,418497.8746
Moldova,1998,-1235,6686.1211,172.2429,2156.4597,740.7272,1.7019,0,8522.2528
Mongolia,1998,25972,9314.4183,89.0728,774.9974,896.6227,0.5944,0,37047.7056
Montserrat,1998,27,13.7059,0,4.0483,25.0672,0,0,69.8214
Morocco,1998,-8800,14651.5964,3418.9346,11086.1294,1711.7155,0,0,22068.3759
Mozambique,1998,35200,140.546,141.5,171.3385,842.3825,0,0,36495.767
Myanmar,1998,102818,4023.9114,369.3454,806.1945,2830.788,0,0,110848.2393
Namibia,1998,8681,234.8201,283.305,41.5269,1143.7676,0,0,10384.4196
Nauru,1998,0,0,0.7986,0,,0,0,0.7986
Nepal,1998,35790,398.1977,173.228,1033.0676,772.9302,0,0,38167.4235
Netherlands,1998,2370,92022.8099,12769.1509,38808.3821,31451.4704,0,0,177421.8133
Netherlands Antilles (former),1998,-3,3886.2927,82.5412,309.6522,1435.6235,0,0,5711.1096
New Caledonia,1998,0,982.5248,3.2955,301.4608,230.4007,0,0,1517.6818
New Zealand,1998,-21636,13022.1312,2649.1332,2498.1349,11574.2944,0,0,8107.6937
Nicaragua,1998,28858,1775.8667,193.2884,187.84,1345.8944,0,0,32360.8895
Niger,1998,6967,177.1051,26.3227,175.0932,273.9801,0,0,7619.5011
Nigeria,1998,183700,59343.429,1889.3791,4089.1163,15987.1467,0,0,265009.0711
Niue,1998,22,0,0,0,,0,0,22
Norfolk Island,1998,0,0,0,0,,0,0,0
North Korea,1998,12308,45833.6338,2493.2573,11641.7924,2123.5229,5.5589,0,74405.7653
Northern Mariana Islands,1998,61,0,0,0,,0,0,61
Norway,1998,-14248,21140.1882,7876.9209,3948.5859,12917.9319,718.2615,0,32353.8884
Oman,1998,-2,14326.762,650.1454,1809.5366,2495.4535,0,0,19279.8975
Pakistan,1998,21633,51577.8496,5743.1849,11517.7597,24157.661,0,0,114629.4552
Palau,1998,-143,0,0,0,,0,0,-143
Panama,1998,8913,2874.1097,324.5185,349.1011,2179.5985,0,0,14640.3278
Papua New Guinea,1998,51074,1622.2288,69.5043,760.7497,506.1942,0.6523,0,54033.3293
Paraguay,1998,70659,316.8103,467.3932,219.675,3477.655,0,0,75140.5335
Peru,1998,45232,11447.6531,2203.8496,4577.4347,8810.7493,0,0,72271.6867
Philippines,1998,-2640,36807.3362,6417.1755,7754.6911,22821.7313,0,0,71160.9341
Pitcairn Islands,1998,-4,0,0,0,,0,0,-4
Poland,1998,-13715,194748.0394,14409.1314,49075.5913,28697.7246,134.8429,0,273350.3296
Polynesia,1998,-4504,268.1315,22.7874,278.9553,372.1042,0,0,-3562.0216
Portugal,1998,1546,31873.6164,5094.7428,4897.8843,16039.4531,95.4187,0,59547.1153
Puerto Rico,1998,-750,0,625.6645,0,0,0,0,-124.3355
Qatar,1998,0,22729.7046,2755.6127,161.4444,3040.8152,0,0,28687.5769
Romania,1998,1491,77168.2343,8317.915,10293.2904,11245.8611,57.4711,0,108573.7719
Russia,1998,233197,1129133.466,63452.4134,177038.0324,198248.5961,0,0,1801069.508
Rwanda,1998,9564,134.3709,35.8507,189.5098,253.103,0,0,10176.8344
"Saint Helena, Ascension and Tristan da Cunha",1998,0,0.0011,0,0,2.4086,0,0,2.4097
Saint Kitts and Nevis,1998,-31,32.5766,0.1629,8.8557,41.776,0,0,52.3712
Saint Lucia,1998,-40,69.3545,26.3485,24.5898,97.794,0,0,178.0868
Saint Pierre and Miquelon,1998,1,0,0,0,0,0.0297,0,1.0297
Saint Vincent and the Grenadines,1998,-107,58.9192,0.4362,27.3901,69.8282,0,0,49.5737
Samoa,1998,-2059,12.3874,0.6491,33.27,103.2786,0,0,-1909.4149
Sao Tome and Principe,1998,0,13.7766,2.8496,9.9321,35.8498,0,0,62.4081
Saudi Arabia,1998,0,164473.6347,16153.4952,3235.2382,57913.2148,0,0,241775.5829
Senegal,1998,6967,1700.8306,482.4953,468.7131,1018.616,0,0,10637.655
Serbia and Montenegro,1998,-5870,44716.6785,2251.9518,4021.1478,4985.7192,5.446,0,50110.9433
Seychelles,1998,0,166.8702,22.4914,65.1213,139.3736,0,0,393.8565
Sierra Leone,1998,5694,250.8572,55.2091,186.4839,245.5487,0,0,6432.0989
Singapore,1998,-18,32828.4939,3179.4257,66.9811,5818.0046,118.3451,0,41993.2504
Slovakia,1998,-9894,26637.5387,4269.9,9121.5012,4252.8674,0,0,34387.8073
Slovenia,1998,-6831,8041.2817,1547.2732,2880.6817,4758.6373,0,0,10396.8739
Small island developing States,1998,26560,97801.1297,15336.239,12233.1622,25292.0553,127.1902,0,177349.7764
Solomon Islands,1998,1687,24.3547,4.7402,75.9977,67.0195,0,0,1859.1121
Somalia,1998,15767,80.0602,11.4787,75.0719,209.7804,0,0,16143.3912
South Korea,1998,-34467,211991.973,34634.6944,66972.9103,74650.22,0,0,353782.7977
Southern Africa,1998,71243,260194.222,13530.0884,14833.9851,38245.8103,0,0,398047.1058
Spain,1998,-46655,135130.7908,22452.1002,25842.8635,85782.4415,35.4649,0,222588.6609
Sri Lanka,1998,5163,2324.8123,436.8528,1058.2028,4874.5716,0,0,13857.4395
Sudan (former),1998,169514,1344.856,159.3302,296.2123,2987.8214,0,0,174302.2199
Suriname,1998,4687,766.218,76.4971,172.3683,296.2672,0.1342,0,5998.4848
Swaziland,1998,148,113.1218,3.1592,185.796,271.6649,0,0,721.7419
Sweden,1998,-19875,28819.6277,3369.2778,9730.056,21003.258,22.7872,0,43070.0067
Switzerland,1998,-1919,8670.4476,1939.4769,19643.0109,15231.4578,0.0194,0,43565.4126
Syria,1998,-1534,29065.3312,2245.9134,4889.0123,12678.1258,0,0,47344.3827
Tajikistan,1998,92,701.19,387.1976,1722.2851,3091.8939,0,0,5994.5666
Tanzania,1998,231354,539.9513,400.546,458.1906,1369.516,0,0,234122.2039
Thailand,1998,11213,91636.6375,13707.516,11984.3424,45443.0429,50.3312,0,174034.87
Timor-Leste,1998,3573,0,0.9515,0,0,0.0795,0,3574.031
Togo,1998,6655,255.931,232.2487,87.3418,485.289,0,0,7715.8105
Tokelau,1998,0,0,0,0,,0,0,0
Tonga,1998,0,0,5.7435,0,60.8831,0,0,66.6266
Trinidad and Tobago,1998,290,7886.7926,6252.4942,183.6382,1548.8755,0,0,16161.8005
Tunisia,1998,-660,9442.3663,2487.4701,3418.7831,3612.4719,0,0,18301.0914
Turkey,1998,-21475,120920.5186,20373.3529,31062.2122,32345.2983,0,0,183226.382
Turkmenistan,1998,0,13057.1865,412.5284,17491.7036,1798.1958,0,0,32759.6143
Turks and Caicos Islands,1998,-97,0,0,0,0,0,0,-97
Tuvalu,1998,-1,0,0.5181,0,,0,0,-0.4819
Uganda,1998,20387,197.3136,182.5845,87.6398,535.5941,0,0,21390.132
Ukraine,1998,-46522,257379.6056,23467.1245,46797.2292,33479.927,0,0,314601.8863
United Arab Emirates,1998,-1192,65802.1421,3910.719,977.7694,13246.7544,0,0,82745.3849
United Kingdom,1998,-12176,288718.1452,18595.0538,113994.5462,125393.5741,696.5694,0,535221.8887
United States Virgin Islands,1998,12,0,1.455,0,,0,0,13.455
Uruguay,1998,-25538,1446.0946,391.0028,1242.2333,2690.9052,0,0,-19767.7641
Uzbekistan,1998,-2273,59510.8209,3557.2246,45145.2155,10387.1206,0,0,116327.3816
Vanuatu,1998,-25,9.3637,1.5545,28.0429,28.4986,0,0,42.4597
Venezuela,1998,111844,104206.1555,7619.7009,4930.3881,33295.8639,0,0,261896.1084
Vietnam,1998,-45385,25196.705,5220.7748,6719.0413,9484.1169,0,0,1235.638
Wallis and Futuna,1998,0,0,0,0,,0,0,0
Western Africa,1998,286819,68785.4768,4375.0995,7993.852,25414.0412,0,0,393387.4695
Western Sahara,1998,0,71.2434,0.3435,27.7423,63.5412,0,0,162.8704
Yemen,1998,0,4940.0524,671.1238,3018.8435,4076.9079,0,0,12706.9276
Zambia,1998,277789,1116.5945,297.4729,210.7213,697.6086,0,0,280111.3973
Zimbabwe,1998,37752,8683.5383,1009.6649,2908.3539,2126.5411,0,0,52480.0982
